country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","05-10-2025 09:00:00",23.243639,72.68994,NO2,2,10,5
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","05-10-2025 09:00:00",23.243639,72.68994,NH3,1,2,2
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","05-10-2025 09:00:00",23.221714,72.654328,PM10,30,135,72
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","05-10-2025 09:00:00",23.221714,72.654328,NH3,1,2,1
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","05-10-2025 09:00:00",23.221714,72.654328,SO2,2,10,6
India,Gujarat,Surat,"Science Center, Surat - SMC","05-10-2025 09:00:00",21.170046,72.795405,SO2,17,23,19
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","05-10-2025 09:00:00",23.023389,72.515201,NH3,3,4,3
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","05-10-2025 09:00:00",23.076793,72.627874,PM2.5,10,36,22
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","05-10-2025 09:00:00",23.016834,72.625775,OZONE,2,17,5
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","05-10-2025 09:00:00",23.041137,72.456691,PM2.5,6,42,24
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","05-10-2025 09:00:00",22.977134,72.553024,OZONE,57,97,65
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","05-10-2025 09:00:00",23.002657,72.591912,PM2.5,NA,NA,NA
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","05-10-2025 09:00:00",23.107969,72.574648,NH3,6,14,8
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","05-10-2025 09:00:00",23.107969,72.574648,SO2,2,14,9
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","05-10-2025 09:00:00",28.806223,76.141105,PM2.5,20,35,26
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB","05-10-2025 09:00:00",28.206800,76.799700,PM10,NA,NA,NA
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB","05-10-2025 09:00:00",28.206800,76.799700,SO2,NA,NA,NA
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","05-10-2025 09:00:00",28.39072,77.30059,PM10,111,118,113
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","05-10-2025 09:00:00",28.39072,77.30059,NO2,23,26,25
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","05-10-2025 09:00:00",28.39072,77.30059,SO2,8,8,8
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","05-10-2025 09:00:00",28.39072,77.30059,CO,10,13,12
India,Haryana,Jind,"Police Lines, Jind - HSPCB","05-10-2025 09:00:00",29.307814,76.337619,NH3,4,5,5
India,Haryana,Jind,"Police Lines, Jind - HSPCB","05-10-2025 09:00:00",29.307814,76.337619,SO2,9,10,9
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","05-10-2025 09:00:00",29.695300,77.002700,PM10,51,204,100
India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB","05-10-2025 09:00:00",27.9002,76.9938,NO2,45,86,76
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","05-10-2025 09:00:00",28.1485564,77.3320667,NO2,23,25,24
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","05-10-2025 09:00:00",28.1485564,77.3320667,OZONE,23,25,24
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","05-10-2025 09:00:00",28.3153,76.9143,PM10,39,195,102
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","05-10-2025 09:00:00",28.3153,76.9143,NH3,1,6,3
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD","05-10-2025 09:00:00",28.422681,77.148944,OZONE,14,17,15
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","05-10-2025 09:00:00",28.4227,77.0667,OZONE,2,33,4
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB","05-10-2025 09:00:00",28.4501238,77.0263051,PM2.5,33,500,231
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","05-10-2025 09:00:00",28.806223,76.141105,CO,10,14,12
India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB","05-10-2025 09:00:00",28.593883,76.270653,PM10,30,152,94
India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB","05-10-2025 09:00:00",28.593883,76.270653,NH3,5,8,6
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB","05-10-2025 09:00:00",28.52123,76.37138,PM10,86,116,102
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB","05-10-2025 09:00:00",28.52123,76.37138,SO2,6,8,7
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","05-10-2025 09:00:00",29.536400,75.015800,PM2.5,20,140,50
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB","05-10-2025 09:00:00",29.432304,76.972765,NH3,NA,NA,NA
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB","05-10-2025 09:00:00",29.432304,76.972765,SO2,5,19,7
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","05-10-2025 09:00:00",28.360699,76.936090,CO,20,58,46
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","05-10-2025 09:00:00",28.4417,77.3217,SO2,6,6,6
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","05-10-2025 09:00:00",13.029152,77.585901,SO2,1,5,2
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","05-10-2025 09:00:00",13.029152,77.585901,OZONE,7,8,7
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","05-10-2025 09:00:00",12.938539,77.590100,NO2,10,40,18
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","05-10-2025 09:00:00",12.938539,77.590100,CO,11,133,18
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB","05-10-2025 09:00:00",13.0270199,77.494094,NO2,18,24,21
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","05-10-2025 09:00:00",29.536400,75.015800,NO2,30,116,66
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","05-10-2025 09:00:00",29.536400,75.015800,OZONE,10,34,19
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","05-10-2025 09:00:00",30.943887,76.801991,NO2,14,85,40
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","05-10-2025 09:00:00",16.172806,75.659694,PM2.5,33,35,34
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","05-10-2025 09:00:00",16.172806,75.659694,NH3,1,2,1
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","05-10-2025 09:00:00",12.951913,77.539784,NO2,5,40,11
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB","05-10-2025 09:00:00",13.0270199,77.494094,NH3,2,3,2
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB","05-10-2025 09:00:00",12.921418,77.502466,PM2.5,NA,NA,NA
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB","05-10-2025 09:00:00",13.0246342,77.5080115,NH3,4,4,4
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB","05-10-2025 09:00:00",13.0246342,77.5080115,CO,26,86,45
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB","05-10-2025 09:00:00",34.066206,74.819820,PM2.5,28,53,38
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","05-10-2025 09:00:00",23.80569,86.44268,CO,3,68,38
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","05-10-2025 09:00:00",12.917348,77.622813,NH3,NA,NA,NA
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB","05-10-2025 09:00:00",11.55358,76.55521,SO2,5,5,5
India,Karnataka,Karwar,"KHB Colony, Karwar - KSPCB","05-10-2025 09:00:00",14.816666,74.141003,NO2,6,9,7
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB","05-10-2025 09:00:00",15.347630,76.181767,OZONE,11,15,14
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","05-10-2025 09:00:00",12.415911,75.735050,PM2.5,23,55,36
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","05-10-2025 09:00:00",12.415911,75.735050,PM10,24,43,32
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","05-10-2025 09:00:00",12.415911,75.735050,SO2,7,7,7
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","05-10-2025 09:00:00",12.415911,75.735050,OZONE,2,7,4
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB","05-10-2025 09:00:00",12.21041,76.37376,PM10,23,47,34
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB","05-10-2025 09:00:00",12.21041,76.37376,CO,3,35,10
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","05-10-2025 09:00:00",12.733409,77.298051,PM10,NA,NA,NA
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","05-10-2025 09:00:00",12.733409,77.298051,SO2,NA,NA,NA
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","05-10-2025 09:00:00",17.336318,76.847397,OZONE,8,13,13
India,Karnataka,Karwar,"KHB Colony, Karwar - KSPCB","05-10-2025 09:00:00",14.816666,74.141003,PM2.5,2,25,9
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB","05-10-2025 09:00:00",16.802639,75.722694,PM10,43,45,44
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB","05-10-2025 09:00:00",16.802639,75.722694,NO2,9,11,9
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","05-10-2025 09:00:00",15.3714823,75.1160168,NH3,1,2,1
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","05-10-2025 09:00:00",15.3714823,75.1160168,SO2,1,1,1
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","05-10-2025 09:00:00",13.428828,77.731418,OZONE,26,174,138
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","05-10-2025 09:00:00",13.328028,75.797056,SO2,NA,NA,NA
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","05-10-2025 09:00:00",15.3714823,75.1160168,PM10,43,48,46
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","05-10-2025 09:00:00",13.940000,75.555917,NO2,10,30,17
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","05-10-2025 09:00:00",16.7602,77.1428,NH3,NA,NA,NA
India,"Madhya Pradesh",Dewas,"Bhopal Chauraha, Dewas - MPPCB","05-10-2025 09:00:00",22.9682591,76.064118,PM10,52,77,63
India,"Madhya Pradesh",Gwalior,"City Center, Gwalior - MPPCB","05-10-2025 09:00:00",26.203442,78.193251,SO2,2,38,26
India,"Madhya Pradesh",Gwalior,"City Center, Gwalior - MPPCB","05-10-2025 09:00:00",26.203442,78.193251,CO,20,96,23
India,"Madhya Pradesh",Gwalior,"City Center, Gwalior - MPPCB","05-10-2025 09:00:00",26.203442,78.193251,OZONE,21,59,22
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","05-10-2025 09:00:00",26.259242,78.216432,PM2.5,7,100,42
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB","05-10-2025 09:00:00",10.073232,76.302765,CO,22,150,47
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","05-10-2025 09:00:00",11.875000,75.373200,NH3,2,2,2
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","05-10-2025 09:00:00",11.875000,75.373200,OZONE,28,33,28
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","05-10-2025 09:00:00",23.264759,77.381568,OZONE,16,58,21
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","05-10-2025 09:00:00",23.210494,77.425409,PM2.5,25,47,35
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","05-10-2025 09:00:00",23.210494,77.425409,SO2,8,17,13
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB","05-10-2025 09:00:00",10.532400,76.215900,OZONE,27,28,28
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","05-10-2025 09:00:00",23.264759,77.381568,NH3,3,10,5
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB","05-10-2025 09:00:00",8.563700,76.886500,PM2.5,39,49,42
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB","05-10-2025 09:00:00",8.563700,76.886500,NH3,1,1,1
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB","05-10-2025 09:00:00",8.563700,76.886500,OZONE,36,37,36
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","05-10-2025 09:00:00",23.233584,77.400574,SO2,9,18,15
India,"Madhya Pradesh",Dewas,"Bhopal Chauraha, Dewas - MPPCB","05-10-2025 09:00:00",22.9682591,76.064118,PM2.5,28,53,40
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","05-10-2025 09:00:00",26.259242,78.216432,NO2,3,61,18
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","05-10-2025 09:00:00",26.259242,78.216432,SO2,10,17,12
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","05-10-2025 09:00:00",23.233584,77.400574,PM2.5,28,55,39
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","05-10-2025 09:00:00",23.233584,77.400574,NO2,16,39,22
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB","05-10-2025 09:00:00",10.073232,76.302765,NO2,6,7,7
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","05-10-2025 09:00:00",23.50016,80.23284,CO,13,38,33
India,"Madhya Pradesh",Maihar,"Sahilara, Maihar - KJS Cements","05-10-2025 09:00:00",24.2613009,80.7231783,PM10,NA,NA,NA
India,"Madhya Pradesh",Maihar,"Sahilara, Maihar - KJS Cements","05-10-2025 09:00:00",24.2613009,80.7231783,SO2,6,6,6
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","05-10-2025 09:00:00",23.108440,77.511428,PM10,58,91,73
India,"Madhya Pradesh",Indore,"Residency Area, Indore - IMC","05-10-2025 09:00:00",22.7084,75.8815,OZONE,NA,NA,NA
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","05-10-2025 09:00:00",23.163174,79.973061,PM10,19,44,30
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","05-10-2025 09:00:00",23.163174,79.973061,NH3,1,2,1
India,"Madhya Pradesh",Indore,"Chhoti Gwaltoli, Indore - MPPCB","05-10-2025 09:00:00",22.4310,75.5213,CO,26,78,35
India,"Madhya Pradesh",Indore,"Maguda Nagar, Indore - IMC","05-10-2025 09:00:00",22.7524,75.8872,SO2,NA,NA,NA
India,"Madhya Pradesh",Indore,"Regional Park, Indore - IMC","05-10-2025 09:00:00",22.6780,75.8559,PM2.5,18,29,25
India,"Madhya Pradesh",Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab","05-10-2025 09:00:00",23.331731,75.045981,NO2,35,36,35
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","05-10-2025 09:00:00",23.838586,78.759431,PM2.5,18,84,45
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","05-10-2025 09:00:00",23.108440,77.511428,NH3,3,3,3
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","05-10-2025 09:00:00",23.108440,77.511428,SO2,6,30,11
India,"Madhya Pradesh",Gwalior,"Maharaj Bada, Gwalior - MPPCB","05-10-2025 09:00:00",26.200388,78.147714,CO,2,108,17
India,"Madhya Pradesh",Gwalior,"Maharaj Bada, Gwalior - MPPCB","05-10-2025 09:00:00",26.200388,78.147714,OZONE,18,36,22
India,"Madhya Pradesh",Jabalpur,"Marhatal, Jabalpur - MPPCB","05-10-2025 09:00:00",23.168606,79.932247,NH3,1,4,2
India,"Madhya Pradesh",Jabalpur,"Marhatal, Jabalpur - MPPCB","05-10-2025 09:00:00",23.168606,79.932247,SO2,5,20,13
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","05-10-2025 09:00:00",23.163174,79.973061,OZONE,6,39,22
India,"Madhya Pradesh",Jabalpur,"Marhatal, Jabalpur - MPPCB","05-10-2025 09:00:00",23.168606,79.932247,OZONE,5,25,18
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","05-10-2025 09:00:00",19.863756,75.321188,OZONE,9,58,12
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","05-10-2025 09:00:00",19.16485,73.23409,PM10,14,149,58
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB","05-10-2025 09:00:00",19.0243902,73.0406721,PM2.5,28,43,33
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB","05-10-2025 09:00:00",19.0243902,73.0406721,CO,1,18,9
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","05-10-2025 09:00:00",19.309073,73.057223,NH3,4,7,5
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","05-10-2025 09:00:00",19.786089,72.757971,NH3,NA,NA,NA
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","05-10-2025 09:00:00",21.001264,75.565602,OZONE,14,51,15
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB","05-10-2025 09:00:00",19.854616,75.905894,NO2,NA,NA,NA
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB","05-10-2025 09:00:00",19.854616,75.905894,OZONE,NA,NA,NA
India,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB","05-10-2025 09:00:00",19.192056,72.9585188,PM10,NA,NA,NA
India,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB","05-10-2025 09:00:00",19.192056,72.9585188,SO2,NA,NA,NA
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB","05-10-2025 09:00:00",16.6870449,74.2505872,PM10,35,84,52
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB","05-10-2025 09:00:00",16.6870449,74.2505872,SO2,NA,NA,NA
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","05-10-2025 09:00:00",20.719516,77.000253,NO2,9,19,13
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","05-10-2025 09:00:00",20.719516,77.000253,CO,8,16,9
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","05-10-2025 09:00:00",20.719516,77.000253,OZONE,7,47,9
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB","05-10-2025 09:00:00",20.9402359,77.7895248,SO2,1,3,1
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB","05-10-2025 09:00:00",20.939198,77.765701,CO,32,46,35
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","05-10-2025 09:00:00",23.838586,78.759431,OZONE,14,38,20
India,"Madhya Pradesh",Satna,"Bandhavgar Colony, Satna - Birla Cement","05-10-2025 09:00:00",24.58434363,80.8549414,PM2.5,42,46,44
India,"Madhya Pradesh",Satna,"Bandhavgar Colony, Satna - Birla Cement","05-10-2025 09:00:00",24.58434363,80.8549414,PM10,52,54,53
India,"Madhya Pradesh",Satna,"Bandhavgar Colony, Satna - Birla Cement","05-10-2025 09:00:00",24.58434363,80.8549414,SO2,18,20,19
India,"Madhya Pradesh",Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB","05-10-2025 09:00:00",24.108970,82.645580,PM2.5,22,51,34
India,"Madhya Pradesh",Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB","05-10-2025 09:00:00",24.108970,82.645580,NO2,16,18,17
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB","05-10-2025 09:00:00",19.10122,74.73339,PM10,NA,NA,NA
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","05-10-2025 09:00:00",19.9775302,79.2337086,PM2.5,NA,NA,NA
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","05-10-2025 09:00:00",20.918946,74.776388,NO2,5,13,8
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","05-10-2025 09:00:00",20.918946,74.776388,NH3,4,5,5
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","05-10-2025 09:00:00",19.875620,75.387310,OZONE,2,49,17
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","05-10-2025 09:00:00",19.863756,75.321188,CO,7,18,8
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","05-10-2025 09:00:00",18.1023399,73.4783687,SO2,9,104,21
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","05-10-2025 09:00:00",23.838586,78.759431,NH3,1,1,1
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","05-10-2025 09:00:00",19.23241,72.86895,CO,47,68,55
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB","05-10-2025 09:00:00",19.2243333,72.8658113,NO2,1,7,3
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB","05-10-2025 09:00:00",19.2243333,72.8658113,SO2,4,5,4
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","05-10-2025 09:00:00",18.9767,72.8380,NO2,4,25,15
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","05-10-2025 09:00:00",18.9767,72.8380,NH3,3,13,7
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","05-10-2025 09:00:00",18.9767,72.8380,SO2,10,11,11
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","05-10-2025 09:00:00",18.9767,72.8380,OZONE,6,23,9
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM","05-10-2025 09:00:00",19.11074,72.86084,NO2,NA,NA,NA
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","05-10-2025 09:00:00",19.0364585,72.8954371,PM2.5,17,40,26
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","05-10-2025 09:00:00",19.0364585,72.8954371,NH3,2,5,4
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","05-10-2025 09:00:00",19.0364585,72.8954371,SO2,2,115,30
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB","05-10-2025 09:00:00",18.910000,72.820000,NO2,24,27,25
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC","05-10-2025 09:00:00",19.083694,72.920967,OZONE,1,1,1
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC","05-10-2025 09:00:00",19.215859,72.831718,PM2.5,11,36,19
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB","05-10-2025 09:00:00",19.0632143,72.8456324,PM2.5,14,61,33
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB","05-10-2025 09:00:00",19.0632143,72.8456324,SO2,3,3,3
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM","05-10-2025 09:00:00",19.1653323,72.922099,CO,20,48,39
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","05-10-2025 09:00:00",19.296481,72.840923,SO2,1,2,1
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","05-10-2025 09:00:00",20.555712,74.529236,OZONE,15,53,18
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC","05-10-2025 09:00:00",19.215859,72.831718,SO2,1,4,2
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","05-10-2025 09:00:00",19.04946,72.9230,SO2,1,41,8
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB","05-10-2025 09:00:00",19.137500,72.915056,NO2,7,8,7
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB","05-10-2025 09:00:00",19.137500,72.915056,SO2,15,15,15
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB","05-10-2025 09:00:00",19.137500,72.915056,CO,23,24,24
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","05-10-2025 09:00:00",19.000084,72.856730,PM2.5,4,40,15
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC","05-10-2025 09:00:00",19.060498,72.923356,PM10,41,100,71
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC","05-10-2025 09:00:00",19.060498,72.923356,NH3,2,4,3
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM","05-10-2025 09:00:00",19.000083,72.813993,NO2,28,90,49
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM","05-10-2025 09:00:00",19.000083,72.813993,OZONE,1,21,2
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","05-10-2025 09:00:00",21.14472,79.107595,SO2,5,69,26
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","05-10-2025 09:00:00",21.143383,79.048912,PM2.5,25,61,38
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","05-10-2025 09:00:00",21.143383,79.048912,PM10,33,60,45
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","05-10-2025 09:00:00",21.143383,79.048912,SO2,19,22,20
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","05-10-2025 09:00:00",20.0073285,73.7762427,PM2.5,17,50,33
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","05-10-2025 09:00:00",20.0073285,73.7762427,SO2,1,6,3
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","05-10-2025 09:00:00",20.0073285,73.7762427,CO,8,10,9
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB","05-10-2025 09:00:00",20.021503,73.813844,SO2,1,79,7
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB","05-10-2025 09:00:00",20.021503,73.813844,OZONE,7,40,10
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","05-10-2025 09:00:00",18.96702,72.84214,OZONE,5,26,10
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","05-10-2025 09:00:00",18.897756,72.813320,NO2,19,133,48
